OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
F_OTU_2373,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_cupreum
F_OTU_2483,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_cupreum
F_OTU_4939,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_cupreum
F_OTU_1919,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_erectum
F_OTU_118,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_jatrophae
F_OTU_246,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_jatrophae
F_OTU_4240,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_jatrophae
F_OTU_7380,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_jatrophae
F_OTU_1709,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_sp
F_OTU_4397,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,Humicola_grisea
F_OTU_6049,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,Humicola_grisea
F_OTU_6588,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thielavia,Thielavia_microspora
F_OTU_259,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Unidentified,Chaetomiaceae_sp
F_OTU_266,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Unidentified,Chaetomiaceae_sp
F_OTU_951,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Unidentified,Chaetomiaceae_sp
F_OTU_2462,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Unidentified,Chaetomiaceae_sp
F_OTU_5764,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Unidentified,Chaetomiaceae_sp
F_OTU_6084,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Unidentified,Chaetomiaceae_sp
F_OTU_6228,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Unidentified,Chaetomiaceae_sp
F_OTU_7651,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Unidentified,Chaetomiaceae_sp
F_OTU_7413,Fungi,Ascomycota,Sordariomycetes,Sordariales,Incertae_sedis,Ascotaiwania,Ascotaiwania_lignicola
F_OTU_5682,Fungi,Ascomycota,Sordariomycetes,Sordariales,Incertae_sedis,Diplogelasinospora,Diplogelasinospora_inaequalis
F_OTU_631,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodus,Apodus_deciduus
F_OTU_2546,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodus,Apodus_deciduus
F_OTU_530,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Arnium,Arnium_gigantosporum
F_OTU_2851,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Arnium,Arnium_gigantosporum
F_OTU_4834,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Arnium,Arnium_sp
F_OTU_943,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora_sp
F_OTU_1076,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora_sp
F_OTU_703,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cladorrhinum,Cladorrhinum_sp
F_OTU_4980,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cladorrhinum,Cladorrhinum_sp
F_OTU_3422,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_fabiformis
F_OTU_4923,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_intestinacea
F_OTU_155,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_sp
F_OTU_277,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_sp
F_OTU_315,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_sp
F_OTU_415,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_sp
F_OTU_962,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_sp
F_OTU_2266,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_sp
F_OTU_2973,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_sp
F_OTU_4527,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_sp
F_OTU_4534,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_sp
F_OTU_6151,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_sp
F_OTU_7633,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_sp
F_OTU_788,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium_conicum
F_OTU_986,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium_conicum
F_OTU_1938,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium_formosanum
F_OTU_76,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_377,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_611,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_1699,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_1963,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_3039,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_3499,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_3811,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_4426,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_4606,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_4784,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_4836,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_5028,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_5139,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_5534,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_5537,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_5644,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_5907,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_6166,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_6259,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_6468,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_6509,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_6929,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_7142,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_7272,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_7375,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_7443,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_7545,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_7580,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unidentified,Lasiosphaeriaceae_sp
F_OTU_1201,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Zopfiella,Zopfiella_sp
F_OTU_1782,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Sordaria_fimicola
F_OTU_209,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_239,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_343,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_436,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_447,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_487,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_502,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_526,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_623,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_2191,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_2795,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_3250,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_3384,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_5076,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_5184,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_5402,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_5496,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_5763,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_5788,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_6612,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_7505,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_7547,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_7589,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_7634,Fungi,Ascomycota,Sordariomycetes,Sordariales,Unidentified,Unidentified,Sordariales_sp
F_OTU_2443,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Incertae_sedis,Unidentified,Incertae_sedis_sp
F_OTU_4577,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Incertae_sedis,Unidentified,Incertae_sedis_sp
F_OTU_4915,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Incertae_sedis,Unidentified,Incertae_sedis_sp
F_OTU_5371,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Incertae_sedis,Unidentified,Incertae_sedis_sp
F_OTU_5532,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Incertae_sedis,Unidentified,Incertae_sedis_sp
F_OTU_5603,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Incertae_sedis,Unidentified,Incertae_sedis_sp
F_OTU_5812,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Incertae_sedis,Unidentified,Incertae_sedis_sp
F_OTU_6071,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Incertae_sedis,Unidentified,Incertae_sedis_sp
F_OTU_6191,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Incertae_sedis,Unidentified,Incertae_sedis_sp
F_OTU_6201,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Incertae_sedis,Unidentified,Incertae_sedis_sp
F_OTU_7437,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Incertae_sedis,Unidentified,Incertae_sedis_sp
F_OTU_57,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_111,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_178,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_234,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_320,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_363,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_365,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_382,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_385,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_409,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_499,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_516,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_522,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_584,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_775,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_803,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_848,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_907,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_916,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_961,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_1055,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_1064,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_1090,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_1097,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_1260,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_1357,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_1386,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_1403,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_1470,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_1484,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_1612,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_1650,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_1804,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_1838,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_1887,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_2024,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_2240,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_2248,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_2321,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_2559,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_2620,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_2655,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_2664,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_2709,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_2859,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_2880,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_2902,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_2918,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_2938,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_2942,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_2969,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_2983,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_2988,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3031,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3185,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3197,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3236,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3249,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3252,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3272,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3356,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3426,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3431,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3519,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3543,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3607,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3615,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3651,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3673,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3744,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3747,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3749,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3764,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3802,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3823,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3859,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3877,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_3950,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4043,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4109,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4135,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4145,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4163,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4187,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4236,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4304,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4327,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4389,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4471,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4557,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4565,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4584,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4677,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4757,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4768,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4806,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4840,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4857,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4969,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4991,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_4998,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_5045,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_5061,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_5086,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_5152,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_5192,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_5205,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_5263,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_5330,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_5381,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
F_OTU_5420,Fungi,Ascomycota,Sordariomycetes,Unidentified,Unidentified,Unidentified,Sordariomycetes_sp
